id,name,age,specialty,years_of_experience,salary
5121,Patricia Taylor5121,41,Ophthalmology,7,129673
5122,Sarah Davis5122,25,Neurology,30,99804
5123,Sarah Davis5123,47,Cardiology,26,128702
5124,David Wilson5124,55,Cardiology,35,80846
5125,Robert Lee5125,46,Dermatology,18,151077
5126,John Doe5126,63,Dermatology,33,116925
5127,Robert Lee5127,52,Dermatology,20,151972
5128,Sarah Davis5128,45,Dermatology,23,116459
5129,Laura Martinez5129,51,Orthopedics,7,198810
5130,Jane Smith5130,50,Pediatrics,6,171015
5131,Emily Johnson5131,63,Pediatrics,17,161286
5132,Jane Smith5132,56,Pediatrics,22,169456
5133,James Anderson5133,49,Neurology,13,195369
5134,John Doe5134,60,Orthopedics,30,93132
5135,Patricia Taylor5135,31,General Surgery,7,92164
5136,Emily Johnson5136,62,Dermatology,32,169527
5137,Robert Lee5137,65,Dermatology,23,115660
5138,John Doe5138,46,Dermatology,39,190558
5139,James Anderson5139,57,General Surgery,35,131910
5140,Sarah Davis5140,65,Ophthalmology,30,83994
5141,Emily Johnson5141,42,Dermatology,35,191124
5142,Jane Smith5142,53,Orthopedics,9,189920
5143,James Anderson5143,31,General Surgery,28,126955
5144,Michael Brown5144,39,Orthopedics,1,159353
5145,Robert Lee5145,65,Orthopedics,32,115779
5146,Patricia Taylor5146,32,Neurology,23,162156
5147,James Anderson5147,64,Orthopedics,25,141407
5148,John Doe5148,49,Pediatrics,22,107580
5149,Laura Martinez5149,56,Ophthalmology,18,142700
5150,John Doe5150,33,Dermatology,31,166719
5151,Patricia Taylor5151,31,Ophthalmology,8,101475
5152,David Wilson5152,29,Neurology,3,106158
5153,Jane Smith5153,61,Orthopedics,23,119129
5154,Robert Lee5154,43,General Surgery,5,153156
5155,Jane Smith5155,52,Pediatrics,20,186673
5156,Laura Martinez5156,41,Dermatology,23,111531
5157,Robert Lee5157,37,Dermatology,7,93409
5158,Michael Brown5158,53,Orthopedics,40,109721
5159,Robert Lee5159,59,Pediatrics,18,109238
5160,John Doe5160,45,General Surgery,3,107481
5161,Patricia Taylor5161,60,Ophthalmology,28,150459
5162,Sarah Davis5162,49,Pediatrics,5,103309
5163,Laura Martinez5163,59,Neurology,7,193643
5164,Robert Lee5164,44,Ophthalmology,18,195832
5165,Michael Brown5165,53,General Surgery,12,164907
5166,Laura Martinez5166,51,Cardiology,18,95356
5167,Patricia Taylor5167,48,Neurology,19,116215
5168,Laura Martinez5168,43,General Surgery,11,93761
5169,Emily Johnson5169,51,Ophthalmology,34,168047
5170,Michael Brown5170,33,General Surgery,5,179150
5171,David Wilson5171,28,Pediatrics,7,176832
5172,Emily Johnson5172,41,Dermatology,35,162265
5173,Michael Brown5173,29,Cardiology,26,122470
5174,Jane Smith5174,60,Orthopedics,29,109369
5175,Jane Smith5175,37,Ophthalmology,7,143975
5176,Sarah Davis5176,36,Neurology,9,122445
5177,Robert Lee5177,44,General Surgery,4,179735
5178,David Wilson5178,56,General Surgery,22,183082
5179,James Anderson5179,32,Pediatrics,7,161340
5180,Robert Lee5180,30,Pediatrics,29,182019
5181,Robert Lee5181,47,Neurology,4,129926
5182,Patricia Taylor5182,52,Ophthalmology,2,135154
5183,Michael Brown5183,52,Neurology,26,184605
5184,David Wilson5184,50,Dermatology,9,171331
5185,Jane Smith5185,31,Pediatrics,1,80335
5186,David Wilson5186,34,Dermatology,2,144478
5187,David Wilson5187,35,Ophthalmology,10,132061
5188,James Anderson5188,32,Pediatrics,5,142118
5189,Jane Smith5189,29,Dermatology,22,143421
5190,Emily Johnson5190,51,Neurology,21,165682
5191,Robert Lee5191,43,General Surgery,21,191881
5192,Laura Martinez5192,62,Neurology,11,164722
5193,Emily Johnson5193,49,Pediatrics,34,193030
5194,Patricia Taylor5194,58,Neurology,11,118871
5195,Laura Martinez5195,41,Cardiology,21,159405
5196,Sarah Davis5196,58,Pediatrics,32,196917
5197,Robert Lee5197,53,Orthopedics,32,142927
5198,John Doe5198,51,Ophthalmology,27,131335
5199,Emily Johnson5199,38,Orthopedics,37,82434
5200,James Anderson5200,46,Orthopedics,4,111489
5201,Emily Johnson5201,35,Dermatology,18,141656
5202,John Doe5202,51,Dermatology,28,153690
5203,Sarah Davis5203,65,Neurology,37,161111
5204,Sarah Davis5204,56,Neurology,27,134594
5205,Michael Brown5205,25,Neurology,5,112581
5206,Laura Martinez5206,41,Ophthalmology,30,152361
5207,Patricia Taylor5207,41,Pediatrics,18,80024
5208,Laura Martinez5208,31,Ophthalmology,31,182418
5209,Jane Smith5209,38,Cardiology,1,91997
5210,Jane Smith5210,49,Ophthalmology,38,91790
5211,John Doe5211,65,Ophthalmology,24,88226
5212,John Doe5212,41,Dermatology,12,82464
5213,Laura Martinez5213,64,Dermatology,37,183700
5214,Sarah Davis5214,59,Dermatology,23,114693
5215,Sarah Davis5215,61,Pediatrics,35,151224
5216,Laura Martinez5216,32,Pediatrics,28,135940
5217,David Wilson5217,34,Pediatrics,15,148152
5218,Michael Brown5218,34,Pediatrics,34,105265
5219,Sarah Davis5219,25,Orthopedics,28,174630
5220,Patricia Taylor5220,64,Dermatology,3,119723
5221,James Anderson5221,46,Neurology,40,181207
5222,Sarah Davis5222,39,Neurology,2,128395
5223,James Anderson5223,50,Cardiology,21,82064
5224,Patricia Taylor5224,50,Neurology,3,84805
5225,Michael Brown5225,46,Cardiology,17,114730
5226,Laura Martinez5226,43,Pediatrics,13,81347
5227,Emily Johnson5227,65,Cardiology,37,125588
5228,David Wilson5228,50,Pediatrics,26,142650
5229,Jane Smith5229,48,Neurology,20,89157
5230,Sarah Davis5230,35,Cardiology,26,164567
5231,James Anderson5231,54,Ophthalmology,11,110729
5232,David Wilson5232,60,Neurology,38,116108
5233,James Anderson5233,44,Dermatology,6,187746
5234,Jane Smith5234,61,Dermatology,26,123287
5235,Laura Martinez5235,34,Orthopedics,20,99775
5236,Laura Martinez5236,41,Orthopedics,29,83294
5237,Michael Brown5237,32,Neurology,36,80551
5238,Robert Lee5238,50,Ophthalmology,8,137973
5239,Emily Johnson5239,28,Neurology,21,124306
5240,Robert Lee5240,49,Orthopedics,19,126437
5241,Laura Martinez5241,57,General Surgery,26,134894
5242,David Wilson5242,63,Orthopedics,17,196119
5243,John Doe5243,34,Dermatology,3,151789
5244,Patricia Taylor5244,30,Ophthalmology,5,133087
5245,David Wilson5245,31,General Surgery,20,89436
5246,Robert Lee5246,32,Orthopedics,3,94343
5247,Jane Smith5247,51,Dermatology,3,138237
5248,David Wilson5248,59,Cardiology,24,168586
5249,Emily Johnson5249,28,Orthopedics,12,156548
5250,John Doe5250,26,Neurology,34,116752
5251,Patricia Taylor5251,64,Neurology,31,187293
5252,David Wilson5252,30,Ophthalmology,22,91891
5253,John Doe5253,34,Ophthalmology,17,198278
5254,Emily Johnson5254,57,Dermatology,8,166184
5255,Jane Smith5255,32,General Surgery,4,128192
5256,Sarah Davis5256,53,Pediatrics,18,188759
5257,James Anderson5257,58,Cardiology,14,190589
5258,Robert Lee5258,50,Neurology,30,98327
5259,Sarah Davis5259,35,Cardiology,3,119293
5260,James Anderson5260,36,Cardiology,19,175980
5261,Sarah Davis5261,60,Neurology,12,132262
5262,Sarah Davis5262,34,Orthopedics,31,164546
5263,Emily Johnson5263,25,Ophthalmology,12,195276
5264,Robert Lee5264,38,Neurology,27,87939
5265,John Doe5265,60,Dermatology,32,136944
5266,Jane Smith5266,46,Dermatology,18,189223
5267,James Anderson5267,36,Pediatrics,4,122040
5268,David Wilson5268,56,Dermatology,24,163073
5269,David Wilson5269,57,Neurology,6,125148
5270,Emily Johnson5270,60,Dermatology,26,192303
5271,John Doe5271,30,Dermatology,32,124396
5272,Michael Brown5272,26,Orthopedics,25,149647
5273,Emily Johnson5273,43,Dermatology,21,132027
5274,Laura Martinez5274,52,General Surgery,20,188796
5275,Sarah Davis5275,30,Ophthalmology,3,110732
5276,Robert Lee5276,65,Dermatology,9,172485
5277,Laura Martinez5277,47,General Surgery,1,159271
5278,Emily Johnson5278,34,Neurology,36,142937
5279,Patricia Taylor5279,25,Cardiology,9,103579
5280,Emily Johnson5280,35,Ophthalmology,26,188423
5281,Sarah Davis5281,50,Pediatrics,12,168577
5282,Laura Martinez5282,59,Orthopedics,19,135959
5283,Sarah Davis5283,50,Cardiology,17,150950
5284,Jane Smith5284,57,General Surgery,33,177683
5285,Robert Lee5285,39,Cardiology,5,193314
5286,Michael Brown5286,36,Dermatology,16,141645
5287,James Anderson5287,49,Dermatology,40,125182
5288,James Anderson5288,55,Dermatology,17,97696
5289,Robert Lee5289,44,General Surgery,16,137427
5290,James Anderson5290,59,Orthopedics,22,138517
5291,Jane Smith5291,32,General Surgery,12,113538
5292,Robert Lee5292,38,Ophthalmology,5,128400
5293,Laura Martinez5293,63,Dermatology,9,122495
5294,Patricia Taylor5294,53,Dermatology,30,115856
5295,Patricia Taylor5295,48,Neurology,13,193063
5296,Robert Lee5296,52,Ophthalmology,21,103909
5297,Michael Brown5297,47,General Surgery,4,177758
5298,Laura Martinez5298,35,General Surgery,39,98171
5299,Robert Lee5299,58,General Surgery,21,140645
5300,David Wilson5300,44,Pediatrics,23,186233
5301,Robert Lee5301,46,Ophthalmology,16,113826
5302,David Wilson5302,26,General Surgery,37,196548
5303,Laura Martinez5303,43,Neurology,35,87258
5304,Robert Lee5304,55,Pediatrics,39,135732
5305,Sarah Davis5305,42,Orthopedics,32,145339
5306,David Wilson5306,48,Cardiology,1,125102
5307,Patricia Taylor5307,33,Ophthalmology,29,195044
5308,John Doe5308,45,Pediatrics,29,188330
5309,Jane Smith5309,33,Ophthalmology,31,119781
5310,John Doe5310,49,Dermatology,32,189466
5311,Laura Martinez5311,59,Cardiology,40,193173
5312,James Anderson5312,37,Pediatrics,26,80089
5313,David Wilson5313,63,General Surgery,3,170394
5314,Michael Brown5314,63,Dermatology,11,82173
5315,David Wilson5315,32,Dermatology,16,159850
5316,David Wilson5316,54,Neurology,14,166692
5317,Jane Smith5317,25,Ophthalmology,37,134626
5318,Robert Lee5318,28,Ophthalmology,33,97858
5319,Michael Brown5319,63,Cardiology,21,153849
5320,Emily Johnson5320,35,Orthopedics,6,171547
5321,Michael Brown5321,33,Ophthalmology,1,126209
5322,Laura Martinez5322,47,Cardiology,31,80250
5323,John Doe5323,57,Cardiology,18,186271
5324,Emily Johnson5324,55,Ophthalmology,22,144393
5325,Emily Johnson5325,55,General Surgery,13,174690
5326,Emily Johnson5326,25,Ophthalmology,36,108506
5327,Emily Johnson5327,56,Neurology,16,115049
5328,James Anderson5328,36,Cardiology,22,167326
5329,Sarah Davis5329,27,Pediatrics,8,172983
5330,Michael Brown5330,62,Pediatrics,18,93956
5331,Laura Martinez5331,64,Pediatrics,24,179800
5332,David Wilson5332,58,General Surgery,27,123020
5333,Emily Johnson5333,42,General Surgery,17,112347
5334,Sarah Davis5334,26,Orthopedics,28,107509
5335,Michael Brown5335,33,Dermatology,10,90308
5336,Sarah Davis5336,35,Orthopedics,34,111246
5337,Emily Johnson5337,54,General Surgery,26,126277
5338,Jane Smith5338,59,Ophthalmology,18,81974
5339,Robert Lee5339,62,Ophthalmology,6,114729
5340,David Wilson5340,65,Cardiology,10,188283
5341,Jane Smith5341,55,Ophthalmology,1,94062
5342,David Wilson5342,40,Ophthalmology,27,98405
5343,Emily Johnson5343,52,Pediatrics,25,129722
5344,Jane Smith5344,56,Pediatrics,12,197470
5345,Jane Smith5345,46,Cardiology,35,115549
5346,Jane Smith5346,33,Orthopedics,6,128851
5347,John Doe5347,33,Dermatology,31,105371
5348,Sarah Davis5348,40,Ophthalmology,36,98603
5349,James Anderson5349,26,Orthopedics,38,164392
5350,Laura Martinez5350,44,Dermatology,6,91430
5351,Jane Smith5351,64,Orthopedics,33,84036
5352,Jane Smith5352,31,Pediatrics,27,88804
5353,Michael Brown5353,61,Pediatrics,5,125367
5354,David Wilson5354,52,Neurology,30,119180
5355,Jane Smith5355,50,General Surgery,12,187041
5356,Sarah Davis5356,39,General Surgery,23,113169
5357,Patricia Taylor5357,29,General Surgery,31,80315
5358,John Doe5358,26,Cardiology,9,172696
5359,John Doe5359,47,Orthopedics,24,104030
5360,Sarah Davis5360,65,Orthopedics,19,118585
5361,Emily Johnson5361,28,Neurology,36,100621
5362,Michael Brown5362,32,Neurology,39,146958
5363,Sarah Davis5363,45,Ophthalmology,6,197110
5364,Emily Johnson5364,41,Dermatology,24,135424
5365,Laura Martinez5365,34,Neurology,21,131191
5366,James Anderson5366,45,Pediatrics,32,154106
5367,Robert Lee5367,39,Cardiology,30,106367
5368,Robert Lee5368,60,Neurology,3,181642
5369,Sarah Davis5369,63,Pediatrics,10,151026
5370,John Doe5370,46,Pediatrics,29,111267
5371,Patricia Taylor5371,45,Pediatrics,30,178084
5372,Jane Smith5372,27,Dermatology,23,176198
5373,Jane Smith5373,43,General Surgery,34,128817
5374,Robert Lee5374,43,Cardiology,14,116199
5375,Emily Johnson5375,50,Dermatology,40,120822
5376,Michael Brown5376,48,Neurology,31,189529
5377,Robert Lee5377,65,Neurology,32,175294
5378,David Wilson5378,55,Dermatology,11,116040
5379,David Wilson5379,61,Dermatology,16,119719
5380,Patricia Taylor5380,44,Neurology,34,103173
5381,John Doe5381,51,General Surgery,4,178784
5382,Robert Lee5382,28,Cardiology,13,156208
5383,Michael Brown5383,27,Cardiology,7,83653
5384,John Doe5384,41,Neurology,17,126573
5385,John Doe5385,45,Ophthalmology,3,183263
5386,Robert Lee5386,53,Dermatology,31,97552
5387,Robert Lee5387,54,Ophthalmology,18,99005
5388,Jane Smith5388,46,Orthopedics,33,193594
5389,Laura Martinez5389,36,Neurology,6,85165
5390,Patricia Taylor5390,65,Neurology,19,82335
5391,Jane Smith5391,58,Neurology,34,198061
5392,Michael Brown5392,33,Pediatrics,20,103078
5393,David Wilson5393,56,Orthopedics,15,132258
5394,Emily Johnson5394,57,Pediatrics,10,123455
5395,Laura Martinez5395,52,Cardiology,11,160959
5396,David Wilson5396,56,Orthopedics,3,131862
5397,Emily Johnson5397,36,Orthopedics,6,119825
5398,John Doe5398,48,Orthopedics,31,187956
5399,Robert Lee5399,35,Dermatology,22,127343
5400,Patricia Taylor5400,65,Orthopedics,5,191448
5401,John Doe5401,30,Orthopedics,26,122931
5402,Patricia Taylor5402,38,Neurology,33,151537
5403,Michael Brown5403,30,Ophthalmology,25,180884
5404,John Doe5404,51,Cardiology,26,129805
5405,Emily Johnson5405,43,General Surgery,34,177788
5406,John Doe5406,31,Ophthalmology,30,173624
5407,Michael Brown5407,65,Neurology,19,141988
5408,Michael Brown5408,32,Orthopedics,31,176010
5409,Michael Brown5409,64,Cardiology,32,181394
5410,Sarah Davis5410,33,Ophthalmology,35,126312
5411,Michael Brown5411,38,Cardiology,11,185378
5412,Jane Smith5412,57,General Surgery,34,199673
5413,John Doe5413,37,Ophthalmology,35,176374
5414,David Wilson5414,27,Ophthalmology,21,94989
5415,Emily Johnson5415,46,Dermatology,36,129563
5416,Jane Smith5416,28,Neurology,7,191817
5417,Sarah Davis5417,65,Ophthalmology,38,188602
5418,James Anderson5418,56,Pediatrics,35,143550
5419,Jane Smith5419,42,Dermatology,36,85903
5420,David Wilson5420,26,Pediatrics,1,82828
5421,Sarah Davis5421,51,General Surgery,11,154993
5422,Emily Johnson5422,43,Orthopedics,8,116193
5423,Michael Brown5423,50,Orthopedics,23,91633
5424,Sarah Davis5424,60,Neurology,5,166755
5425,John Doe5425,51,Pediatrics,16,120144
5426,James Anderson5426,28,Ophthalmology,35,171792
5427,Patricia Taylor5427,55,Cardiology,7,87899
5428,John Doe5428,31,Cardiology,19,173344
5429,Jane Smith5429,38,Cardiology,21,192070
5430,Laura Martinez5430,47,Cardiology,16,83680
5431,James Anderson5431,59,Dermatology,6,126555
5432,James Anderson5432,55,Dermatology,2,177379
5433,Sarah Davis5433,49,Neurology,36,172278
5434,David Wilson5434,64,Orthopedics,27,108215
5435,James Anderson5435,39,Cardiology,15,180751
5436,David Wilson5436,40,Pediatrics,18,165616
5437,James Anderson5437,52,Pediatrics,31,125091
5438,Michael Brown5438,28,Ophthalmology,8,119580
5439,Jane Smith5439,29,Ophthalmology,40,154264
5440,John Doe5440,35,Ophthalmology,25,122246
5441,Sarah Davis5441,39,Neurology,35,111237
5442,David Wilson5442,48,Pediatrics,29,131196
5443,Michael Brown5443,36,Dermatology,12,159481
5444,Michael Brown5444,46,Orthopedics,23,111095
5445,Laura Martinez5445,31,Neurology,38,193326
5446,Jane Smith5446,65,Orthopedics,6,92357
5447,Michael Brown5447,51,Neurology,31,89538
5448,Laura Martinez5448,52,General Surgery,38,191805
5449,Patricia Taylor5449,55,Neurology,19,145951
5450,Patricia Taylor5450,31,Cardiology,20,112625
5451,James Anderson5451,47,Neurology,17,141027
5452,Emily Johnson5452,61,Pediatrics,26,142131
5453,David Wilson5453,58,General Surgery,38,97129
5454,Sarah Davis5454,28,Orthopedics,10,135200
5455,Patricia Taylor5455,60,Ophthalmology,23,178078
5456,John Doe5456,62,Neurology,23,87754
5457,Jane Smith5457,27,Cardiology,24,151998
5458,John Doe5458,62,Ophthalmology,4,181932
5459,David Wilson5459,40,Neurology,27,81481
5460,Sarah Davis5460,46,Dermatology,24,141010
5461,Patricia Taylor5461,26,Orthopedics,8,95823
5462,David Wilson5462,46,Dermatology,10,91445
5463,Sarah Davis5463,60,Neurology,6,118679
5464,John Doe5464,59,General Surgery,22,142258
5465,David Wilson5465,65,Orthopedics,7,98213
5466,Michael Brown5466,32,Pediatrics,17,164221
5467,David Wilson5467,40,General Surgery,33,132968
5468,Emily Johnson5468,43,Orthopedics,9,129749
5469,Jane Smith5469,42,General Surgery,3,92458
5470,Michael Brown5470,55,Pediatrics,10,188519
5471,Emily Johnson5471,46,Neurology,10,127001
5472,Patricia Taylor5472,27,Neurology,28,195915
5473,David Wilson5473,48,Orthopedics,16,97420
5474,David Wilson5474,43,Orthopedics,5,146528
5475,Laura Martinez5475,61,Cardiology,31,129157
5476,Emily Johnson5476,41,General Surgery,36,104653
5477,David Wilson5477,57,Dermatology,24,105474
5478,Jane Smith5478,61,Dermatology,2,126250
5479,Emily Johnson5479,29,General Surgery,36,150763
5480,Laura Martinez5480,52,Orthopedics,11,141879
5481,Emily Johnson5481,64,Neurology,39,123096
5482,Laura Martinez5482,56,Pediatrics,30,173609
5483,Michael Brown5483,32,Pediatrics,40,110993
5484,Jane Smith5484,27,Neurology,40,104064
5485,Sarah Davis5485,35,Dermatology,25,114027
5486,Patricia Taylor5486,43,Orthopedics,40,197831
5487,Robert Lee5487,60,Ophthalmology,7,137377
5488,Laura Martinez5488,30,General Surgery,16,112990
5489,Jane Smith5489,52,Neurology,29,157911
5490,Emily Johnson5490,31,Pediatrics,31,156083
5491,John Doe5491,45,Dermatology,13,144140
5492,David Wilson5492,26,Dermatology,12,138196
5493,James Anderson5493,28,Orthopedics,9,102084
5494,Emily Johnson5494,59,General Surgery,9,143471
5495,Robert Lee5495,25,Dermatology,38,142437
5496,Jane Smith5496,38,Ophthalmology,13,175391
5497,Michael Brown5497,48,Cardiology,12,84473
5498,Michael Brown5498,44,Ophthalmology,30,83805
5499,John Doe5499,49,Dermatology,29,191386
5500,Patricia Taylor5500,39,General Surgery,25,124272
5501,John Doe5501,51,Ophthalmology,25,98807
5502,David Wilson5502,49,Orthopedics,24,125296
5503,Jane Smith5503,49,Dermatology,31,113344
5504,Jane Smith5504,53,Neurology,39,91886
5505,Michael Brown5505,32,Cardiology,28,123890
5506,David Wilson5506,42,Orthopedics,28,135308
5507,Michael Brown5507,39,Dermatology,36,141446
5508,David Wilson5508,29,Ophthalmology,37,187428
5509,Michael Brown5509,56,Neurology,40,142362
5510,David Wilson5510,53,Pediatrics,32,124650
5511,Jane Smith5511,42,Orthopedics,31,157393
5512,James Anderson5512,39,General Surgery,34,109664
5513,Michael Brown5513,35,Pediatrics,35,112709
5514,Sarah Davis5514,29,Ophthalmology,8,131449
